"year","teamid","rank","games","wins","loses","WSWin","runs","at_basts","hits","doubles","triples","home_runs","walks","strikeouts","stolen_bases","caught_stealing","sacrifice_flies","runs_against","earned_runs","earned_run_average","errors","fielding_percentage"
1993,"SLN",3,162,87,75,"N",758,5551,1508,262,34,118,588,882,153,"72","",744,660,4.09,159,0.975
1993,"TEX",2,162,86,76,"N",835,5510,1472,284,39,181,483,984,113,"67","",751,684,4.28,130,0.979
1993,"TOR",1,162,95,67,"Y",847,5579,1556,317,42,159,588,861,170,"49","",742,674,4.21,107,0.982
1994,"ATL",2,114,68,46,"",542,3861,1031,198,18,137,377,668,48,"31","",448,407,3.57,81,0.982
1994,"BAL",2,112,63,49,"",589,3856,1047,185,20,139,438,655,69,"13","",497,477,4.31,57,0.986
1994,"BOS",4,115,54,61,"",552,3940,1038,222,19,120,404,723,81,"38","",621,564,4.93,81,0.981
1994,"CAL",4,115,47,68,"",543,3943,1042,178,16,120,402,715,65,"54","",660,618,5.42,76,0.983
1994,"CHA",1,113,67,46,"",633,3942,1133,175,39,121,497,568,77,"27","",498,444,3.95,79,0.981
1994,"CHN",5,113,49,64,"",500,3918,1015,189,26,109,364,750,69,"53","",549,508,4.47,81,0.982
1994,"CIN",1,115,66,48,"",609,3999,1142,211,36,124,388,738,119,"51","",490,436,3.78,73,0.983
1994,"CLE",2,113,66,47,"",679,4022,1165,240,20,167,382,629,131,"48","",562,493,4.36,90,0.98
1994,"COL",3,117,53,64,"",573,4006,1098,206,39,125,378,761,91,"53","",638,590,5.15,84,0.981
1994,"DET",5,115,53,62,"",652,3955,1048,216,25,161,520,897,46,"33","",671,609,5.38,82,0.981
1994,"FLO",5,115,51,64,"",468,3926,1043,180,24,94,349,746,65,"26","",576,508,4.5,95,0.978
1994,"HOU",2,115,66,49,"",602,3955,1099,252,25,120,394,718,124,"44","",503,454,3.97,72,0.984
1994,"KCA",3,115,64,51,"",574,3911,1051,211,38,100,376,698,140,"62","",532,485,4.23,80,0.982
1994,"LAN",1,114,58,56,"",532,3904,1055,160,29,115,366,687,74,"37","",509,477,4.23,88,0.98
1994,"MIN",4,113,53,60,"",594,3952,1092,239,23,103,359,635,94,"30","",688,634,5.68,75,0.982
1994,"ML4",5,115,53,62,"",547,3978,1045,238,21,99,417,680,59,"37","",586,532,4.62,85,0.981
1994,"MON",1,114,74,40,"",585,4000,1111,246,30,108,379,669,137,"36","",454,410,3.56,94,0.979
1994,"NYA",1,113,70,43,"",670,3986,1155,238,16,139,530,660,55,"40","",534,491,4.34,80,0.982
1994,"NYN",3,113,55,58,"",506,3869,966,164,21,117,336,807,25,"26","",526,469,4.13,89,0.98
1994,"OAK",2,114,51,63,"",549,3885,1009,178,13,113,417,686,91,"39","",589,537,4.82,88,0.979
1994,"PHI",4,115,54,61,"",521,3927,1028,208,28,80,396,711,67,"24","",497,438,3.85,94,0.978
1994,"PIT",3,114,53,61,"",466,3864,1001,198,23,80,349,725,53,"25","",580,518,4.64,89,0.981
1994,"SDN",4,117,47,70,"",479,4068,1117,200,19,92,319,762,79,"37","",531,474,4.08,111,0.975
1994,"SEA",3,112,49,63,"",569,3883,1045,211,18,153,372,652,48,"21","",616,546,4.99,95,0.977
1994,"SFN",2,115,55,60,"",504,3869,963,159,32,123,364,719,114,"40","",500,454,3.99,68,0.985
1994,"SLN",3,115,53,61,"",535,3902,1026,213,27,108,434,686,76,"46","",621,581,5.14,80,0.982
1994,"TEX",1,114,52,62,"",613,3983,1114,198,27,124,437,730,82,"35","",697,619,5.45,105,0.976
1994,"TOR",3,115,55,60,"",566,3962,1064,210,30,115,387,691,79,"26","",579,535,4.7,80,0.981
1995,"ATL",1,144,90,54,"Y",645,4814,1202,210,27,168,520,933,73,"43","",540,493,3.44,100,0.982
1995,"BAL",3,144,71,73,"N",704,4837,1267,229,27,173,574,803,92,"45","",640,607,4.31,72,0.986
1995,"BOS",1,144,86,58,"N",791,4997,1399,286,31,175,560,923,99,"44","",698,630,4.39,120,0.978
1995,"CAL",2,145,78,67,"N",801,5019,1390,252,25,186,564,889,58,"39","",697,645,4.52,95,0.982
1995,"CHA",3,145,68,76,"N",755,5060,1417,252,37,146,576,767,110,"39","",758,692,4.85,108,0.98
1995,"CHN",3,144,73,71,"N",693,4963,1315,267,39,158,440,953,105,"37","",671,597,4.13,115,0.979
1995,"CIN",1,144,85,59,"N",747,4903,1326,277,35,161,519,946,190,"68","",623,577,4.03,79,0.986
1995,"CLE",1,144,100,44,"N",840,5028,1461,279,23,207,542,766,132,"53","",607,554,3.83,101,0.982
1995,"COL",2,144,77,67,"N",785,4994,1406,259,43,200,484,943,125,"59","",783,711,4.97,107,0.981
1995,"DET",4,144,60,84,"N",654,4865,1204,228,29,159,551,987,73,"36","",844,778,5.49,106,0.981
1995,"FLO",4,143,67,76,"N",673,4886,1278,214,29,144,517,916,131,"53","",673,610,4.27,115,0.979
1995,"HOU",2,144,76,68,"N",747,5097,1403,260,22,109,566,992,176,"60","",674,595,4.06,121,0.979
1995,"KCA",2,144,70,74,"N",629,4903,1275,240,35,119,475,849,120,"53","",691,643,4.49,90,0.984
1995,"LAN",1,144,78,66,"N",634,4942,1303,191,31,140,468,1023,127,"45","",609,527,3.66,130,0.976
1995,"MIN",5,144,56,88,"N",703,5005,1398,270,34,120,471,916,105,"57","",889,814,5.76,100,0.981
1995,"ML4",4,144,65,79,"N",740,5000,1329,249,42,128,502,800,105,"40","",747,689,4.82,105,0.981
1995,"MON",5,144,66,78,"N",621,4905,1268,265,24,118,400,901,120,"49","",638,586,4.11,109,0.98
1995,"NYA",2,145,79,65,"N",749,4947,1365,280,34,122,625,851,50,"30","",688,651,4.56,73,0.986
1995,"NYN",2,144,69,75,"N",657,4958,1323,218,34,125,446,994,58,"39","",618,557,3.88,115,0.979
1995,"OAK",4,144,67,77,"N",730,4916,1296,228,18,169,565,911,112,"46","",761,697,4.93,101,0.981
1995,"PHI",2,144,69,75,"N",615,4950,1296,263,30,94,497,884,72,"25","",658,603,4.21,96,0.982
1995,"PIT",5,144,58,86,"N",629,4937,1281,245,27,125,456,972,84,"55","",736,666,4.7,121,0.978
1995,"SDN",3,144,70,74,"N",668,4950,1345,231,20,116,447,872,124,"46","",672,589,4.13,108,0.98
1995,"SEA",1,145,79,66,"N",796,4996,1377,276,20,182,549,871,110,"41","",708,644,4.5,104,0.98
1995,"SFN",4,144,67,77,"N",652,4971,1256,229,33,152,472,1060,138,"46","",776,698,4.86,106,0.981
1995,"SLN",4,143,62,81,"N",563,4779,1182,238,24,107,436,920,79,"46","",658,575,4.09,113,0.98
1995,"TEX",3,144,74,70,"N",691,4913,1304,247,24,138,526,877,90,"47","",720,665,4.66,98,0.982
1995,"TOR",5,144,56,88,"N",642,5036,1309,275,27,140,492,906,75,"16","",777,701,4.88,97,0.982
1996,"ATL",1,162,96,66,"N",773,5614,1514,264,28,197,530,1032,83,"43","",648,578,3.54,130,0.98
1996,"BAL",2,163,88,74,"N",949,5689,1557,299,29,257,645,915,76,"40","",903,840,5.15,97,0.984
1996,"BOS",3,162,85,77,"N",928,5756,1631,308,31,209,642,1020,91,"44","",921,810,5.0,135,0.978
1996,"CAL",4,161,70,91,"N",762,5686,1571,256,24,192,527,974,53,"39","",943,849,5.31,128,0.979
1996,"CHA",2,162,85,77,"N",898,5644,1586,284,33,195,701,927,105,"41","",794,735,4.53,109,0.982
1996,"CHN",4,162,76,86,"N",772,5531,1388,267,19,175,523,1090,108,"50","",771,705,4.36,104,0.983
1996,"CIN",3,162,81,81,"N",778,5455,1398,259,36,191,604,1134,171,"63","",773,694,4.33,121,0.98
1996,"CLE",1,161,99,62,"N",952,5681,1665,335,23,218,671,844,160,"50","",769,702,4.35,124,0.98
1996,"COL",3,162,83,79,"N",961,5590,1607,297,37,221,527,1108,201,"66","",964,885,5.6,149,0.976
1996,"DET",5,162,53,109,"N",783,5530,1413,257,21,204,546,1268,87,"50","",1103,1015,6.38,135,0.978
1996,"FLO",3,162,80,82,"N",688,5498,1413,240,30,150,553,1122,99,"46","",703,633,3.95,111,0.982
1996,"HOU",2,162,82,80,"N",753,5508,1445,297,29,129,554,1057,180,"63","",792,704,4.38,138,0.978
1996,"KCA",5,161,75,86,"N",746,5542,1477,286,38,123,529,943,195,"85","",786,733,4.55,111,0.982
1996,"LAN",2,162,90,72,"N",703,5538,1396,215,33,150,516,1190,124,"40","",652,567,3.48,125,0.98
1996,"MIN",4,162,78,84,"N",877,5673,1633,332,47,118,576,958,143,"53","",900,847,5.3,94,0.984
1996,"ML4",3,162,80,82,"N",894,5662,1578,304,40,178,624,986,101,"48","",899,831,5.17,134,0.978
1996,"MON",2,162,88,74,"N",741,5505,1441,297,27,148,492,1077,108,"34","",668,605,3.78,126,0.98
1996,"NYA",1,162,92,70,"Y",871,5628,1621,293,28,162,632,909,96,"46","",787,744,4.65,91,0.985
1996,"NYN",4,162,71,91,"N",746,5618,1515,267,47,147,445,1069,97,"48","",779,675,4.22,157,0.975
1996,"OAK",3,162,78,84,"N",861,5630,1492,283,21,243,640,1114,58,"35","",900,841,5.2,102,0.984
1996,"PHI",5,162,67,95,"N",650,5499,1405,249,39,132,536,1092,117,"41","",790,710,4.49,115,0.981
1996,"PIT",5,162,73,89,"N",776,5665,1509,319,33,138,510,989,126,"49","",833,750,4.64,128,0.98
1996,"SDN",1,162,91,71,"N",771,5655,1499,285,24,147,601,1014,109,"55","",682,617,3.73,118,0.981
1996,"SEA",2,161,85,76,"N",993,5668,1625,343,19,245,670,1052,90,"39","",895,828,5.21,110,0.981
1996,"SFN",4,162,68,94,"N",752,5533,1400,245,21,153,615,1189,113,"53","",862,756,4.72,134,0.978
1996,"SLN",1,162,88,74,"N",759,5502,1468,281,31,142,495,1089,149,"58","",706,642,3.98,125,0.98
1996,"TEX",1,163,90,72,"N",928,5702,1622,323,32,221,660,1041,83,"26","",799,750,4.66,87,0.986
1996,"TOR",4,162,74,88,"N",766,5599,1451,302,35,177,529,1105,116,"38","",809,735,4.58,110,0.982
1997,"ANA",2,162,84,78,"N",829,5628,1531,279,25,161,617,953,126,"72","",794,730,4.52,126,0.98
1997,"ATL",1,162,101,61,"N",791,5528,1490,268,37,174,597,1160,108,"58","",581,518,3.18,114,0.982
1997,"BAL",1,162,98,64,"N",812,5584,1498,264,22,196,586,952,63,"26","",681,635,3.91,97,0.984
1997,"BOS",4,162,78,84,"N",851,5781,1684,373,32,185,514,1044,68,"48","",857,785,4.87,136,0.978
1997,"CHA",2,161,80,81,"N",779,5491,1498,260,28,158,569,901,106,"52","",833,749,4.74,125,0.978
1997,"CHN",5,162,68,94,"N",687,5489,1444,269,39,127,451,1003,116,"60","",759,705,4.44,115,0.98
1997,"CIN",3,162,76,86,"N",651,5484,1386,269,27,142,518,1113,190,"67","",764,712,4.42,106,0.982
1997,"CLE",1,161,86,75,"N",868,5556,1589,301,22,220,617,955,118,"59","",815,749,4.73,108,0.983
1997,"COL",3,162,83,79,"N",923,5603,1611,269,40,239,562,1060,137,"65","",908,835,5.25,111,0.983
1997,"DET",3,162,79,83,"N",784,5481,1415,268,32,176,578,1164,161,"72","",790,732,4.56,91,0.985
1997,"FLO",2,162,92,70,"Y",740,5439,1410,272,28,136,686,1074,115,"58","",669,615,3.83,119,0.981
1997,"HOU",1,162,84,78,"N",777,5502,1427,314,40,133,633,1085,171,"74","",660,595,3.67,131,0.979
1997,"KCA",5,161,67,94,"N",747,5599,1478,256,35,158,561,1061,130,"66","",820,755,4.71,88,0.985
1997,"LAN",2,162,88,74,"N",742,5544,1488,242,33,174,498,1079,131,"64","",645,588,3.63,116,0.981
1997,"MIN",4,162,68,94,"N",772,5634,1522,305,40,132,495,1121,151,"52","",861,800,5.02,100,0.983
1997,"ML4",3,161,78,83,"N",681,5444,1415,294,27,135,494,967,103,"55","",742,670,4.22,125,0.98
1997,"MON",4,162,78,84,"N",691,5526,1423,339,34,172,420,1084,75,"46","",740,666,4.14,131,0.979
1997,"NYA",2,162,96,66,"N",891,5710,1636,325,23,161,676,954,99,"58","",688,626,3.84,105,0.983
1997,"NYN",3,162,88,74,"N",777,5524,1448,274,28,153,550,1029,97,"74","",709,640,3.95,117,0.982
1997,"OAK",4,162,65,97,"N",764,5589,1451,274,23,197,642,1181,71,"36","",946,881,5.49,121,0.98
1997,"PHI",5,162,68,94,"N",668,5443,1390,290,35,116,519,1032,92,"56","",840,768,4.87,105,0.982
1997,"PIT",2,162,79,83,"N",725,5503,1440,291,52,129,481,1161,160,"50","",760,683,4.28,131,0.979
1997,"SDN",4,162,76,86,"N",795,5609,1519,275,16,152,604,1129,140,"60","",891,804,4.99,125,0.98
1997,"SEA",1,162,90,72,"N",925,5614,1574,312,21,264,626,1110,89,"40","",833,770,4.79,123,0.98
1997,"SFN",1,162,90,72,"N",784,5485,1415,266,37,172,642,1120,121,"49","",793,709,4.41,120,0.98
1997,"SLN",4,162,73,89,"N",689,5524,1409,269,39,144,543,1191,164,"60","",708,631,3.9,123,0.98
1997,"TEX",3,162,77,85,"N",807,5651,1547,311,27,187,500,1116,72,"37","",823,744,4.68,122,0.981
1997,"TOR",5,162,76,86,"N",654,5473,1333,275,41,147,487,1138,134,"50","",694,628,3.92,97,0.983
1998,"ANA",2,162,85,77,"N",787,5630,1530,314,27,147,510,1028,93,"45","",783,720,4.49,106,0.983
1998,"ARI",5,162,65,97,"N",665,5491,1353,235,46,159,489,1239,73,"38","",812,738,4.64,100,0.984
1998,"ATL",1,162,106,56,"N",826,5484,1489,297,26,215,548,1062,98,"43","",581,519,3.25,91,0.985
1998,"BAL",4,162,79,83,"N",817,5565,1520,303,11,214,593,903,86,"48","",785,752,4.73,81,0.987
1998,"BOS",2,162,92,70,"N",876,5601,1568,338,35,205,541,1049,72,"39","",729,669,4.19,105,0.983
1998,"CHA",2,163,80,82,"N",861,5585,1516,291,38,198,551,916,127,"46","",931,837,5.24,140,0.977
1998,"CHN",2,163,90,73,"N",831,5649,1494,250,34,212,601,1223,65,"44","",792,739,4.5,101,0.984
1998,"CIN",4,162,77,85,"N",750,5496,1441,298,28,138,608,1107,95,"42","",760,711,4.44,122,0.98
1998,"CLE",1,162,89,73,"N",850,5616,1530,334,30,198,630,1061,143,"60","",779,722,4.45,110,0.982
1998,"COL",4,162,77,85,"N",826,5632,1640,333,36,183,469,949,67,"47","",855,796,5.0,102,0.984
1998,"DET",5,162,65,97,"N",722,5664,1494,306,29,165,455,1070,122,"62","",863,792,4.93,115,0.982
1998,"FLO",5,162,54,108,"N",667,5558,1381,277,36,114,525,1120,115,"57","",923,837,5.2,129,0.979
1998,"HOU",1,162,102,60,"N",874,5641,1578,326,28,166,621,1122,155,"51","",620,572,3.5,108,0.983
1998,"KCA",3,161,72,89,"N",714,5546,1459,274,40,134,475,984,135,"50","",899,823,5.16,125,0.98
1998,"LAN",3,162,83,79,"N",669,5459,1374,209,27,159,447,1056,137,"53","",678,613,3.81,134,0.978
1998,"MIL",5,162,74,88,"N",707,5541,1439,266,17,152,532,1039,81,"59","",812,746,4.63,110,0.982
1998,"MIN",4,162,70,92,"N",734,5641,1499,285,32,115,506,915,112,"54","",818,765,4.76,108,0.982
1998,"MON",4,162,65,97,"N",644,5418,1348,280,32,147,439,1058,91,"46","",783,696,4.39,155,0.975
1998,"NYA",1,162,114,48,"Y",965,5643,1625,290,31,207,653,1025,153,"63","",656,618,3.82,98,0.984
1998,"NYN",2,162,88,74,"N",706,5510,1425,289,24,136,572,1049,62,"46","",645,611,3.77,101,0.984
1998,"OAK",4,162,74,88,"N",804,5490,1413,295,13,149,633,1122,131,"47","",866,770,4.83,141,0.977
1998,"PHI",3,162,75,87,"N",713,5617,1482,286,36,126,508,1080,97,"45","",808,754,4.64,110,0.982
1998,"PIT",6,163,69,93,"N",650,5493,1395,271,35,107,393,1060,159,"51","",718,630,3.91,140,0.977
1998,"SDN",1,162,98,64,"N",749,5490,1390,292,30,167,604,1072,79,"37","",635,587,3.63,104,0.983
1998,"SEA",3,161,76,85,"N",859,5628,1553,321,28,234,558,1081,115,"39","",855,783,4.95,125,0.979
1998,"SFN",2,163,89,74,"N",845,5628,1540,292,26,161,678,1040,102,"51","",739,688,4.19,101,0.984
1998,"SLN",3,163,83,79,"N",810,5593,1444,292,30,223,676,1179,133,"41","",782,705,4.32,142,0.978
1998,"TBA",5,162,63,99,"N",620,5555,1450,267,43,111,473,1107,120,"73","",751,697,4.35,94,0.985
1998,"TEX",1,162,88,74,"N",940,5672,1637,314,32,201,595,1045,82,"47","",871,795,5.0,122,0.98
1998,"TOR",3,163,88,74,"N",816,5580,1482,316,19,221,564,1132,184,"81","",768,698,4.29,125,0.979
1999,"ANA",4,162,70,92,"N",711,5494,1404,248,22,158,511,1022,71,"45","",826,762,4.79,106,0.983
1999,"ARI",1,162,100,62,"N",908,5658,1566,289,46,216,588,1045,137,"39","",676,615,3.77,104,0.983
1999,"ATL",1,162,103,59,"N",840,5569,1481,309,23,197,608,962,148,"66","",661,593,3.63,111,0.982
1999,"BAL",4,162,78,84,"N",851,5637,1572,299,21,203,615,890,107,"46","",815,761,4.77,89,0.986
1999,"BOS",2,162,94,68,"N",836,5579,1551,334,42,176,597,928,67,"39","",718,638,4.0,127,0.979
1999,"CHA",2,162,75,86,"N",777,5644,1563,298,37,162,499,810,110,"50","",870,786,4.92,136,0.977
1999,"CHN",6,162,67,95,"N",747,5482,1411,255,35,189,571,1170,60,"44","",920,837,5.27,139,0.977
1999,"CIN",2,163,96,67,"N",865,5649,1536,312,37,209,569,1125,164,"54","",711,648,3.99,105,0.983
1999,"CLE",1,162,97,65,"N",1009,5634,1629,309,32,209,743,1099,147,"50","",860,789,4.9,106,0.983
1999,"COL",5,162,72,90,"N",906,5716,1644,305,39,223,508,863,70,"43","",1028,955,6.02,118,0.981
1999,"DET",3,161,69,92,"N",747,5481,1433,289,34,212,458,1049,108,"70","",882,817,5.18,106,0.982
1999,"FLO",5,162,64,98,"N",691,5578,1465,266,44,128,479,1145,92,"46","",852,781,4.9,127,0.979
1999,"HOU",1,162,97,65,"N",823,5485,1463,293,23,168,728,1138,166,"75","",675,622,3.84,106,0.983
1999,"KCA",4,161,64,97,"N",856,5624,1584,294,52,151,535,932,127,"39","",921,844,5.35,125,0.98
1999,"LAN",3,162,77,85,"N",793,5567,1480,253,23,187,594,1030,167,"68","",787,718,4.45,137,0.978
1999,"MIL",5,161,74,87,"N",815,5582,1524,299,30,165,658,1065,81,"33","",886,812,5.07,127,0.979
1999,"MIN",5,161,63,97,"N",686,5495,1450,285,30,105,500,978,118,"60","",845,794,5.02,92,0.985
1999,"MON",4,162,68,94,"N",718,5559,1473,320,47,163,438,939,70,"51","",853,747,4.69,160,0.974
1999,"NYA",1,162,98,64,"Y",900,5568,1568,302,36,193,718,978,104,"57","",731,660,4.13,111,0.982
1999,"NYN",2,163,97,66,"N",853,5572,1553,297,14,181,717,994,150,"61","",711,691,4.27,68,0.989
1999,"OAK",2,162,87,75,"N",893,5519,1430,287,20,235,770,1129,70,"37","",846,749,4.69,122,0.98
1999,"PHI",3,162,77,85,"N",841,5598,1539,302,44,161,631,1081,125,"35","",846,788,4.93,100,0.983
1999,"PIT",3,161,78,83,"N",775,5468,1417,282,40,171,573,1197,112,"44","",782,689,4.33,147,0.976
1999,"SDN",4,162,74,88,"N",710,5394,1360,256,22,153,631,1169,174,"67","",781,705,4.47,129,0.979
1999,"SEA",3,162,79,83,"N",859,5572,1499,263,21,244,610,1095,130,"45","",905,834,5.24,113,0.981
1999,"SFN",2,162,86,76,"N",872,5563,1507,307,18,188,696,1028,109,"56","",831,762,4.71,105,0.983
1999,"SLN",4,161,75,86,"N",809,5570,1461,274,27,194,613,1202,134,"48","",838,761,4.74,132,0.978
1999,"TBA",5,162,69,93,"N",772,5586,1531,272,29,145,544,1042,73,"49","",913,805,5.06,135,0.978
1999,"TEX",1,162,95,67,"N",945,5651,1653,304,29,230,611,937,111,"54","",859,809,5.07,119,0.981
1999,"TOR",3,162,84,78,"N",883,5642,1580,337,14,212,578,1077,119,"48","",862,786,4.92,106,0.983
2000,"ANA",3,162,82,80,"N",864,5628,1574,309,34,236,608,1024,93,"52","43",869,805,5.0,134,0.978
2000,"ARI",3,162,85,77,"N",792,5527,1466,282,44,179,535,975,97,"44","58",754,698,4.35,107,0.982
2000,"ATL",1,162,95,67,"N",810,5489,1490,274,26,179,595,1010,148,"56","45",714,648,4.05,129,0.979
2000,"BAL",4,162,74,88,"N",794,5549,1508,310,22,184,558,900,126,"65","54",913,855,5.37,116,0.981
2000,"BOS",2,162,85,77,"N",792,5630,1503,316,32,167,611,1019,43,"30","48",745,683,4.23,109,0.982
2000,"CHA",1,162,95,67,"N",978,5646,1615,325,33,216,591,960,119,"42","61",839,751,4.66,133,0.978
2000,"CHN",6,162,65,97,"N",764,5577,1426,272,23,183,632,1120,93,"37","45",904,849,5.25,100,0.983
2000,"CIN",2,163,85,77,"N",825,5635,1545,302,36,200,559,995,100,"38","58",765,700,4.33,111,0.982
2000,"CLE",2,162,90,72,"N",950,5683,1639,310,30,221,685,1057,113,"34","52",816,775,4.84,72,0.988
2000,"COL",4,162,82,80,"N",968,5660,1664,320,53,161,601,907,131,"61","75",897,835,5.26,94,0.985
2000,"DET",3,162,79,83,"N",823,5644,1553,307,41,177,562,982,83,"38","49",827,755,4.71,105,0.983
2000,"FLO",3,161,79,82,"N",731,5509,1441,274,29,160,540,1184,168,"55","51",797,729,4.59,125,0.98
2000,"HOU",4,162,72,90,"N",938,5570,1547,289,36,249,673,1129,114,"52","61",944,865,5.42,133,0.978
2000,"KCA",4,162,77,85,"N",879,5709,1644,281,27,150,511,840,121,"35","70",930,876,5.48,102,0.983
2000,"LAN",2,162,86,76,"N",798,5481,1408,265,28,211,668,1083,95,"42","46",729,659,4.1,135,0.978
2000,"MIL",3,163,73,89,"N",740,5563,1366,297,25,177,620,1245,72,"44","49",826,755,4.63,118,0.981
2000,"MIN",5,162,69,93,"N",748,5615,1516,325,49,116,556,1021,90,"45","51",880,819,5.14,102,0.983
2000,"MON",4,162,67,95,"N",738,5535,1475,310,35,178,476,1048,58,"48","34",902,812,5.13,132,0.978
2000,"NYA",1,161,87,74,"Y",871,5556,1541,294,25,205,631,1007,99,"48","50",814,753,4.76,109,0.981
2000,"NYN",2,162,94,68,"N",807,5486,1445,281,20,198,675,1037,66,"46","51",738,670,4.16,118,0.98
2000,"OAK",1,161,91,70,"N",947,5560,1501,281,23,239,750,1159,40,"15","44",813,730,4.58,134,0.978
2000,"PHI",5,162,65,97,"N",708,5511,1386,304,40,144,611,1117,102,"30","37",830,763,4.77,100,0.983
2000,"PIT",5,162,69,93,"N",793,5643,1506,320,31,168,564,1032,86,"40","37",888,795,4.94,132,0.979
2000,"SDN",5,162,76,86,"N",752,5560,1413,279,37,157,602,1177,131,"53","43",815,733,4.52,141,0.977
2000,"SEA",2,162,91,71,"N",907,5497,1481,300,26,198,775,1073,122,"56","61",780,720,4.49,99,0.984
2000,"SFN",1,162,97,65,"N",925,5519,1535,304,44,226,709,1032,79,"39","66",747,675,4.21,93,0.985
2000,"SLN",1,162,95,67,"N",887,5478,1481,259,25,235,675,1253,87,"51","53",771,698,4.38,111,0.981
2000,"TBA",5,161,69,92,"N",733,5505,1414,253,22,162,558,1022,90,"46","40",842,773,4.86,118,0.981
2000,"TEX",4,162,71,91,"N",848,5648,1601,330,35,173,580,922,69,"47","48",974,876,5.52,135,0.978
2000,"TOR",3,162,83,79,"N",861,5677,1562,328,21,244,526,1026,89,"34","34",908,821,5.14,100,0.984
2001,"ANA",3,162,75,87,"N",691,5551,1447,275,26,158,494,1001,116,"52","53",730,671,4.2,103,0.983
2001,"ARI",1,162,92,70,"Y",818,5595,1494,284,35,208,587,1052,71,"38","36",677,627,3.87,84,0.986
2001,"ATL",1,162,88,74,"N",729,5498,1432,263,24,174,493,1039,85,"46","52",643,578,3.59,103,0.983
2001,"BAL",4,162,63,98,"N",687,5472,1359,262,24,136,514,989,133,"53","49",829,744,4.67,125,0.979
2001,"BOS",2,161,82,79,"N",772,5605,1493,316,29,198,520,1131,46,"35","41",745,667,4.15,113,0.981
2001,"CHA",3,162,83,79,"N",798,5464,1463,300,29,214,520,998,123,"59","51",795,725,4.55,118,0.981
2001,"CHN",3,162,88,74,"N",777,5406,1409,268,32,194,577,1077,67,"36","53",701,643,4.03,109,0.982
2001,"CIN",5,162,66,96,"N",735,5583,1464,304,22,176,468,1172,103,"54","40",850,765,4.77,138,0.978
2001,"CLE",1,162,91,71,"N",897,5600,1559,294,37,212,577,1076,79,"41","62",821,746,4.64,107,0.982
2001,"COL",5,162,73,89,"N",923,5690,1663,324,61,213,511,1027,132,"54","50",906,841,5.29,96,0.984
2001,"DET",4,162,66,96,"N",724,5537,1439,291,60,139,466,972,133,"61","49",876,795,5.01,131,0.979
2001,"FLO",4,162,76,86,"N",742,5542,1461,325,30,166,470,1145,89,"40","45",744,691,4.32,103,0.983
2001,"HOU",1,162,93,69,"N",847,5528,1500,313,29,208,581,1119,64,"49","56",769,707,4.37,110,0.982
2001,"KCA",5,162,65,97,"N",729,5643,1503,277,37,152,406,898,100,"42","47",858,779,4.87,117,0.981
2001,"LAN",3,162,86,76,"N",758,5493,1399,264,27,206,519,1062,89,"42","44",744,685,4.25,116,0.981
2001,"MIL",4,162,68,94,"N",740,5488,1378,273,30,209,488,1399,66,"36","35",806,740,4.64,103,0.983
2001,"MIN",2,162,85,77,"N",771,5560,1514,328,38,164,495,1083,146,"67","38",766,722,4.51,108,0.982
2001,"MON",5,162,68,94,"N",670,5379,1361,320,28,131,478,1071,101,"51","45",812,745,4.68,108,0.982
2001,"NYA",1,161,95,65,"N",804,5577,1488,289,20,203,519,1035,161,"53","43",713,649,4.02,109,0.982
2001,"NYN",3,162,82,80,"N",642,5459,1361,273,18,147,545,1062,66,"48","35",713,654,4.07,101,0.983
2001,"OAK",2,162,102,60,"N",884,5573,1469,334,22,199,640,1021,68,"29","59",645,583,3.59,125,0.98
2001,"PHI",2,162,86,76,"N",746,5497,1431,295,29,164,551,1125,153,"47","61",719,667,4.15,91,0.985
2001,"PIT",6,162,62,100,"N",657,5398,1333,256,25,161,467,1106,93,"73","35",858,794,5.05,133,0.978
2001,"SDN",4,162,79,83,"N",789,5482,1379,273,26,161,678,1273,129,"44","48",812,724,4.52,145,0.976
2001,"SEA",1,162,116,46,"N",927,5680,1637,310,38,169,614,989,174,"42","70",627,576,3.54,83,0.986
2001,"SFN",2,162,90,72,"N",799,5612,1493,304,40,235,625,1090,57,"42","54",748,680,4.18,118,0.981
2001,"SLN",2,162,93,69,"N",814,5450,1469,274,32,199,529,1089,91,"35","50",684,627,3.93,110,0.982
2001,"TBA",5,162,62,100,"N",672,5524,1426,311,21,121,456,1116,115,"52","25",887,781,4.94,139,0.977
2001,"TEX",4,162,73,89,"N",890,5685,1566,326,23,246,548,1093,97,"32","55",968,913,5.71,114,0.981
2001,"TOR",3,162,80,82,"N",767,5663,1489,287,36,195,470,1094,156,"55","43",753,696,4.28,97,0.985
2002,"ANA",2,162,99,63,"Y",851,5678,1603,333,32,152,462,805,117,"51","64",644,595,3.69,87,0.986
2002,"ARI",1,162,98,64,"N",819,5508,1471,283,41,165,643,1016,92,"46","53",674,630,3.92,89,0.985
2002,"ATL",1,161,101,59,"N",708,5495,1428,280,25,164,558,1028,76,"39","49",565,511,3.13,114,0.982
2002,"BAL",4,162,67,95,"N",667,5491,1353,311,27,165,452,993,110,"48","49",773,719,4.46,91,0.985
2002,"BOS",2,162,93,69,"N",859,5640,1560,348,33,177,545,944,80,"28","53",665,603,3.75,104,0.983
